model_name,model_id,synonyms,model_type,growth_properties,doi,pmed,model_treatment,model_comments,msi_status,mutational_burden,ploidy,parent_id,mutation_data,methylation_data,expression_data,cnv_data,crispr_ko_data,drug_data,sample_id,tissue,tissue_status,cancer_type,cancer_type_detail,age_at_sampling,sampling_day,sampling_month,sampling_year,sample_treatment,sample_treatment_details,sample_site,tnm_t,tnm_n,tnm_m,tnm_integrated,tumour_grade,patient_id,species,gender,ethnicity,smoking_status,model_relations_comment,COSMIC_ID,BROAD_ID,CCLE_ID,RRID,suppliers
SW1990,SIDM01165,,Cell Line,Adherent,,,,,MSS,5.533333333,2.597874558,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS00394,Pancreas,Metastasis,Pancreatic Carcinoma,"('Pancreatic Adenocarcinoma  (C8294)',)",56,,,1978,Unknown,,Spleen,,,,,,SIDP00338,Homo Sapiens,Male,White,Unknown,,910907,ACH-000155,SW1990_PANCREAS,CVCL_1723,ATCC:CRL-2172
SW403,SIDM00836,,Cell Line,Adherent,,,,,,,3.011448159,,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,SIDS00029,Large Intestine,Tumour,Colorectal Carcinoma,"('Colon Adenocarcinoma  (C4349)',)",51,,,,Unknown,,Colon,,,,,,SIDP00022,Homo Sapiens,Female,White,Unknown,,910908,ACH-000820,SW403_LARGE_INTESTINE,CVCL_0545,ATCC:CCL-230
SW48,SIDM00837,,Cell Line,Adherent,,,,,MSI,66.06666667,2.045965251,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS00028,Large Intestine,Tumour,Colorectal Carcinoma,"('Colon Adenocarcinoma  (C4349)',)",82,,,,Unknown,,Colon,,,,,,SIDP00021,Homo Sapiens,Female,White,Unknown,,909751,ACH-000958,SW48_LARGE_INTESTINE,CVCL_1724,ATCC:CCL-231
SW480,SIDM00840,SW480E,Cell Line,Adherent,,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,SIDS00025,Large Intestine,Tumour,Colorectal Carcinoma,"('Colon Adenocarcinoma  (C4349)',)",50,,,,Unknown,,Lymph node,,,,,,SIDP00019,Homo Sapiens,Male,White,Unknown,"SW480 was derived from the primary adenocarcinoma of the colon in a 51 year old caucasian male.
SW620 was derived the following year from a lymph node metastasis in the same patient (ATCC).",,ACH-000842,SW480_LARGE_INTESTINE,CVCL_0546,ATCC:CCL-228
SW579,SIDM01167,,Cell Line,Adherent,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SIDS00395,Thyroid,Tumour,Thyroid Gland Carcinoma,"('Squamous Cell Thyroid Gland Carcinoma  (C46008)',)",59,,,1995,Unknown,,Unknown,,,,,,SIDP00339,Homo Sapiens,Male,White,Unknown,CGTH-W-1 is a subclone of SW-579 established in 1995 (PMID: 25877200).,,ACH-000163,SW579_THYROID,CVCL_3603,ATCC:HTB-107
SW620,SIDM00841,,Cell Line,Adherent,,,,,MSS,15.2,2.177392196,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,SIDS00024,Large Intestine,Metastasis,Colorectal Carcinoma,"('Colon Adenocarcinoma  (C4349)',)",51,,,,Unknown,,Colon,,,,,,SIDP00019,Homo Sapiens,Male,White,Unknown,"SW480 was derived from the primary adenocarcinoma of the colon in a 51 year old caucasian male.
SW620 was derived the following year from a lymph node metastasis in the same patient (ATCC).",905962,ACH-000651,SW620_LARGE_INTESTINE,CVCL_0547,ATCC:CCL-227
SW626,SIDM01168,,Cell Line,Adherent,,,,SW626 may have been derived from an ovarian metastasis of a primary adenocarcinoma of the colon (ATCC).,MSS,5.1,3.21982698,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS00396,Large Intestine,Metastasis,Colorectal Carcinoma,"('Colon Adenocarcinoma  (C4349)',)",46,,1,1974,Unknown,,Ovary,,,,,,SIDP00340,Homo Sapiens,Female,White,Unknown,,909753,ACH-001399,SW626_OVARY,CVCL_1725,ATCC:HTB-78
SW684,SIDM01175,,Cell Line,Adherent,,,,,MSS,142.0666667,3.218504921,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00397,Soft Tissue,Tumour,Other Solid Carcinomas,"('Fibrosarcoma  (C3043)',)",68,,,1974,Unknown,,Connective tissue,,,,,,SIDP00341,Homo Sapiens,Male,White,Unknown,,909754,ACH-002309,SW684_SOFT_TISSUE,CVCL_1726,ATCC:HTB-91
SW756,SIDM01174,,Cell Line,Adherent,,,,,MSS,23.6,3.731277993,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00398,Cervix,Tumour,Cervical Carcinoma,"('Human Papilloma Virus-Related Cervical Squamous Cell Carcinoma  (C27676)',)",46,,,1974,Unknown,,Unknown,,,,,,SIDP00342,Homo Sapiens,Female,White,Unknown,,724839,ACH-001402,SW756_CERVIX,CVCL_1727,ATCC:CRL-10302
SW780,SIDM01160,,Cell Line,Adherent,,,,,MSS,5.633333333,3.580046402,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00399,Bladder,Tumour,Bladder Carcinoma,"('Bladder Carcinoma  (C4912)',)",80,,,1974,Unknown,,Urinary Bladder,,,,,,SIDP00343,Homo Sapiens,Female,White,Unknown,,687457,ACH-000384,SW780_URINARY_TRACT,CVCL_1728,ATCC:CRL-2169
SW837,SIDM00833,,Cell Line,Adherent,,,,,MSS,7,1.827414453,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS00032,Large Intestine,Tumour,Colorectal Carcinoma,"('Rectal Adenocarcinoma  (C9383)',)",53,,,,Unknown,,Rectum,,,,,,SIDP00025,Homo Sapiens,Male,White,Unknown,,909755,ACH-000421,SW837_LARGE_INTESTINE,CVCL_1729,ATCC:CCL-235
SW872,SIDM01159,,Cell Line,Adherent,,,,,MSS,7.933333333,3.455969139,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00400,Soft Tissue,Tumour,Other Solid Carcinomas,"('Liposarcoma  (C3194)',)",36,,,1974,Unknown,,Connective tissue,,,,,,SIDP00344,Homo Sapiens,Male,White,Unknown,,909756,ACH-002310,SW872_SOFT_TISSUE,CVCL_1730,ATCC:HTB-92
SW900,SIDM01158,,Cell Line,Adherent,,,,,MSS,11.36666667,2.584049918,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00401,Lung,Tumour,Squamous Cell Lung Carcinoma,"('Squamous Cell Lung Carcinoma  (C3493)',)",53,,1,1975,Unknown,,Lung,,,,,,SIDP00345,Homo Sapiens,Male,White,Unknown,,724879,ACH-000669,SW900_LUNG,CVCL_1731,ATCC:HTB-59
SW948,SIDM00832,,Cell Line,Adherent,,,,,MSS,11.26666667,2.929897958,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00033,Large Intestine,Tumour,Colorectal Carcinoma,"('Colon Adenocarcinoma  (C4349)',)",81,,,,Unknown,,Colon,,,,,,SIDP00026,Homo Sapiens,Female,White,Unknown,,909757,ACH-000680,SW948_LARGE_INTESTINE,CVCL_0632,ATCC:CCL-237
SW954,SIDM01157,,Cell Line,Adherent,,,,,MSS,5.633333333,1.891774786,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00402,Vulva,Tumour,Other Solid Carcinomas,"('Vulvar Squamous Cell Carcinoma  (C4052)',)",86,,4,1975,Unknown,,Vulva,,,,,,SIDP00346,Homo Sapiens,Female,White,Unknown,,924247,ACH-001400,SW954_VULVA,CVCL_1732,ATCC:HTB-117
SW962,SIDM01178,,Cell Line,Adherent,,,,,MSS,6.6,3.459824581,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00403,Vulva,Metastasis,Other Solid Carcinomas,"('Vulvar Carcinoma  (C4866)',)",64,,,1975,Unknown,,Lymph node,,,,,,SIDP00347,Homo Sapiens,Female,White,Unknown,,909758,ACH-002200,SW962_VULVA,CVCL_1733,ATCC:HTB-118
SW982,SIDM01161,,Cell Line,Adherent,,,,,MSS,14.93333333,2.04111669,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00404,Soft Tissue,Tumour,Other Solid Carcinomas,"('Synovial Sarcoma  (C3400)',)",25,,,1974,Unknown,,Synovium,,,,,,SIDP00348,Homo Sapiens,Female,White,Unknown,,909759,ACH-001274,SW982_SOFT_TISSUE,CVCL_1734,ATCC:HTB-93
T-T,SIDM00322,tdott,Cell Line,Unknown,,,,,MSS,13.1,3.436100515,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS01081,Esophagus,Tumour,Esophageal Squamous Cell Carcinoma,"('Esophageal Squamous Cell Carcinoma  (C4024)',)",67,,,,Unknown,,Oesophagus,,,,,,SIDP00970,Homo Sapiens,Male,Unknown,Unknown,,1299064,ACH-000561,TT_OESOPHAGUS,CVCL_3174,JCRB:JCRB0262
T24,SIDM01184,,Cell Line,Adherent,,,,,MSS,5.833333333,3.535053532,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00405,Bladder,Tumour,Bladder Carcinoma,"('Bladder Carcinoma  (C4912)',)",81,,,,Unknown,,Urinary Bladder,,,,,,SIDP00349,Homo Sapiens,Female,White,Unknown,ACCS has been shown to be a derivitive of T24 (PMID: 20143388).,724812,ACH-000018,T24_URINARY_TRACT,CVCL_0554,ATCC:HTB-4
T47D,SIDM00097,T47D:A,Cell Line,Adherent,,,,,MSS,5.333333333,2.776570668,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS00862,Breast,Metastasis,Breast Carcinoma,"('Invasive Ductal Carcinoma not Otherwise Specified  (C4194)',)",54,,,,Unknown,,Pleural Effusion,,,,,,SIDP00769,Homo Sapiens,Female,Unknown,Unknown,,905945,ACH-000147,T47D_BREAST,CVCL_0553,NCI:T-47D
T84,SIDM00782,,Cell Line,Adherent,,,,,MSS,9.233333333,2.695027638,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS00045,Large Intestine,Metastasis,Colorectal Carcinoma,"('Colon Adenocarcinoma  (C4349)',)",72,,,,Unknown,,Lung,,,,,,SIDP00034,Homo Sapiens,Male,Unknown,Unknown,,909761,ACH-000381,T84_LARGE_INTESTINE,CVCL_0555,ATCC:CCL-248
T98G,SIDM01171,,Cell Line,Adherent,,,,,MSS,6.666666667,2.762446662,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS00407,Central Nervous System,Tumour,Glioblastoma,"('Glioblastoma  (C3058)',)",61,,,,Unknown,,Brain,,,,,,SIDP00350,Homo Sapiens,Male,White,Unknown,,687586,ACH-000571,T98G_CENTRAL_NERVOUS_SYSTEM,CVCL_0556,ATCC:CRL-1690
TALL-1,SIDM00370,,Cell Line,Suspension,,,,,MSS,9.566666667,3.771135288,,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,SIDS01071,Haematopoietic and Lymphoid,Tumour,T-Lymphoblastic Leukemia,"('Adult Precursor T Lymphoblastic Leukemia  (C9142)',)",28,,,,Unknown,,Bone marrow,,,,,,SIDP00960,Homo Sapiens,Male,Unknown,Unknown,,909762,ACH-000197,TALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_1736,JCRB:JCRB0086
Tanoue,SIDM00288,,Cell Line,Suspension,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SIDS00667,Haematopoietic and Lymphoid,Tumour,B-Lymphoblastic Leukemia,"('Childhood Precursor B Lymphoblastic Leukemia  (C9140)',)",10,,,,Unknown,,Unknown,,,,,,SIDP00595,Homo Sapiens,Male,Unknown,Unknown,"ST is a subclone of Tanoue.
GR-ST is a subclone of ST cells transformed with human G-CSF receptor cDNA (JCRB).",,ACH-001669,TANOUE_HAEMATOPOIETIC_AND_LYMPHOID,,RIKEN:RCB1180
TASK1,SIDM00026,,Cell Line,Unknown,,,,,,,2.277063529,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00795,Central Nervous System,Tumour,Other Solid Carcinomas,"('Neuroectodermal Tumor  (C3716)',)",21,,,,Unknown,,Unknown,,,,,,SIDP00712,Homo Sapiens,Unknown,Unknown,Unknown,,1299067,ACH-001670,TASK1_CENTRAL_NERVOUS_SYSTEM,CVCL_3177,JCRB:JCRB0139
TC-71,SIDM00419,GM11654,Cell Line,Semi-Adherent,,,,,MSS,7.233333333,3.624226013,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS01172,Bone,Tumour,Ewing's Sarcoma,"('Ewing s Sarcoma  (C4817)',)",22,,,1981,Unknown,,Humerus,,,,,,SIDP01058,Homo Sapiens,Male,Unknown,Unknown,,1240221,ACH-000424,TC71_BONE,CVCL_2213,DSMZ:ACC-516
TC-YIK,SIDM00234,,Cell Line,Suspension,,,,,MSS,11.1,2.14828044,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00704,Cervix,Tumour,Other Solid Carcinomas,"('Cervical Small Cell Carcinoma  (C7982)',)",31,,,,Unknown,,Unknown,,,,,,SIDP00629,Homo Sapiens,Female,East Asian,Unknown,,946357,ACH-002201,TCYIK_CERVIX,CVCL_1737,RIKEN:RCB0443
TCCSUP,SIDM01190,,Cell Line,Adherent,,,,,MSS,11.23333333,3.035122457,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00408,Bladder,Tumour,Bladder Carcinoma,"('Bladder Carcinoma  (C4912)',)",67,,,,Unknown,,Neck of the urinary bladder,,,,,,SIDP00351,Homo Sapiens,Female,Unknown,Unknown,,687459,ACH-000720,TCCSUP_URINARY_TRACT,CVCL_1738,ATCC:HTB-5
TDL-4,SIDM00843,,Cell Line,Suspension,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SIDS00022,Haematopoietic and Lymphoid,Tumour,Burkitt's Lymphoma,"('Epstein-Barr Virus-Related Burkitt s Lymphoma  (C27694)',)",11,,,,Unknown,,Unknown,,,,,,SIDP00017,Homo Sapiens,Male,Black,Unknown,"TDL-4 has been shown to be a derivative of Raji (ICLAC).
NC-37 has been shown to be a derivative of Raji by DNA fingerptrinting (ATCC).",,,,,Unknown:Unknown
TE-1,SIDM00369,,Cell Line,Unknown,,,,,MSS,12.36666667,2.639611731,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS01072,Esophagus,Tumour,Esophageal Squamous Cell Carcinoma,"('Esophageal Squamous Cell Carcinoma  (C4024)',)",,,,,Unknown,,Unknown,,,,,,SIDP00961,Homo Sapiens,Male,Unknown,Unknown,,753621,ACH-000647,TE1_OESOPHAGUS,CVCL_1759,JCRB:RCB1894
TE-10,SIDM00349,,Cell Line,Unknown,,,,,MSS,10.66666667,2.692804918,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS01073,Esophagus,Tumour,Esophageal Squamous Cell Carcinoma,"('Esophageal Squamous Cell Carcinoma  (C4024)',)",,,,,Unknown,,Unknown,,,,,,SIDP00962,Homo Sapiens,Male,Unknown,Unknown,,753622,ACH-000318,TE10_OESOPHAGUS,CVCL_1760,JCRB:RCB2099
TE-11,SIDM00348,,Cell Line,Unknown,,,,,MSS,12.53333333,2.815451928,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS01074,Esophagus,Tumour,Esophageal Squamous Cell Carcinoma,"('Esophageal Squamous Cell Carcinoma  (C4024)',)",58,,,,Unknown,,Unknown,,,,,,SIDP00963,Homo Sapiens,Male,Unknown,Unknown,,946354,ACH-000488,TE11_OESOPHAGUS,CVCL_1761,JCRB:RCB2100
TE-12,SIDM00023,,Cell Line,Unknown,,,,,MSS,9.9,2.956427387,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00798,Esophagus,Unknown,Esophageal Squamous Cell Carcinoma,"('Esophageal Squamous Cell Carcinoma  (C4024)',)",,,,,Unknown,,Unknown,,,,,,SIDP00715,Homo Sapiens,Unknown,Unknown,Unknown,"TE-2, TE-3, TE-7, TE-12 & TE-13 share common ancestry (PMID: 17804709)",946356,ACH-002311,TE12_OESOPHAGUS,CVCL_1762,
TE-13,SIDM00076,,Cell Line,Unknown,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SIDS00802,Esophagus,Unknown,Esophageal Squamous Cell Carcinoma,"('Esophageal Squamous Cell Carcinoma  (C4024)',)",,,,,Unknown,,Unknown,,,,,,SIDP00715,Homo Sapiens,Unknown,Unknown,Unknown,"TE-2, TE-3, TE-7, TE-12 & TE-13 share common ancestry (PMID: 17804709)",,,,,unknown:unknown
TE-15,SIDM00249,,Cell Line,Adherent,,,,,MSS,10.9,2.59857133,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00705,Esophagus,Tumour,Esophageal Squamous Cell Carcinoma,"('Esophageal Squamous Cell Carcinoma  (C4024)',)",,,,,Unknown,,Unknown,,,,,,SIDP00630,Homo Sapiens,Female,Unknown,Unknown,,753614,ACH-000353,TE15_OESOPHAGUS,CVCL_1763,RIKEN:RCB1951
TE-2,SIDM00022,,Cell Line,Unknown,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SIDS00799,Esophagus,Unknown,Esophageal Squamous Cell Carcinoma,"('Esophageal Squamous Cell Carcinoma  (C4024)',)",,,,,Unknown,,Unknown,,,,,,SIDP00715,Homo Sapiens,Unknown,Unknown,Unknown,"TE-2, TE-3, TE-7, TE-12 & TE-13 share common ancestry (PMID: 17804709)",,,,,unknown:unknown
TE-3,SIDM00021,,Cell Line,Unknown,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SIDS00800,Esophagus,Unknown,Esophageal Squamous Cell Carcinoma,"('Esophageal Squamous Cell Carcinoma  (C4024)',)",,,,,Unknown,,Unknown,,,,,,SIDP00715,Homo Sapiens,Unknown,Unknown,Unknown,"TE-2, TE-3, TE-7, TE-12 & TE-13 share common ancestry (PMID: 17804709)",,,,,unknown:unknown
TE-4,SIDM00250,,Cell Line,Adherent,,,,,MSS,31.93333333,2.488883443,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS00706,Esophagus,Metastasis,Esophageal Squamous Cell Carcinoma,"('Esophageal Squamous Cell Carcinoma  (C4024)',)",,,,,Unknown,,Lymph Node,,,,,,SIDP00631,Homo Sapiens,Unknown,Unknown,Unknown,,1503371,ACH-000917,TE4_OESOPHAGUS,CVCL_3337,RIKEN:RCB2097
TE-441-T,SIDM01173,,Cell Line,Adherent,,,,,MSS,7,2.030552547,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00409,Soft Tissue,Tumour,Rhabdomyosarcoma,"('Rhabdomyosarcoma  (C3359)',)",14,,,,Unknown,,Connective tissue,,,,,,SIDP00352,Homo Sapiens,Female,Black,Unknown,,924248,ACH-000772,TE441T_SOFT_TISSUE,CVCL_1754,ATCC:CRL-7767
TE-5,SIDM00347,,Cell Line,Unknown,,,,,MSS,13.53333333,2.963809187,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS01075,Esophagus,Tumour,Esophageal Squamous Cell Carcinoma,"('Esophageal Squamous Cell Carcinoma  (C4024)',)",,,,,Unknown,,Unknown,,,,,,SIDP00964,Homo Sapiens,Female,Unknown,Unknown,,735784,ACH-000408,TE5_OESOPHAGUS,CVCL_1764,JCRB:RCB1949
TE-6,SIDM00328,,Cell Line,Unknown,,,,,MSS,13.7,2.611799343,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS01076,Esophagus,Tumour,Esophageal Squamous Cell Carcinoma,"('Esophageal Squamous Cell Carcinoma  (C4024)',)",,,,,Unknown,,Unknown,,,,,,SIDP00965,Homo Sapiens,Male,Unknown,Unknown,,946355,ACH-000605,TE6_OESOPHAGUS,CVCL_1765,JCRB:RCB1950
TE-7,SIDM00066,,Cell Line,Unknown,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SIDS00801,Esophagus,Unknown,Esophageal Squamous Cell Carcinoma,"('Esophageal Squamous Cell Carcinoma  (C4024)',)",,,,,Unknown,,Unknown,,,,,,SIDP00715,Homo Sapiens,Unknown,Unknown,Unknown,"TE-2, TE-3, TE-7, TE-12 & TE-13 share common ancestry (PMID: 17804709)",,,,,unknown:unknown
TE-8,SIDM00326,,Cell Line,Unknown,,,,,MSS,10.2,2.405243594,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS01077,Esophagus,Tumour,Esophageal Squamous Cell Carcinoma,"('Esophageal Squamous Cell Carcinoma  (C4024)',)",,,,,Unknown,,Unknown,,,,,,SIDP00966,Homo Sapiens,Unknown,Unknown,Unknown,,753623,ACH-000452,TE8_OESOPHAGUS,CVCL_1766,JCRB:RCB2098
TE-9,SIDM00325,,Cell Line,Unknown,,,,,MSS,15.8,2.951945096,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS01078,Esophagus,Metastasis,Esophageal Squamous Cell Carcinoma,"('Esophageal Squamous Cell Carcinoma  (C4024)',)",,,,,Unknown,,Pleural effusion,,,,,,SIDP00967,Homo Sapiens,Male,Unknown,Unknown,,946353,ACH-000694,TE9_OESOPHAGUS,CVCL_1767,JCRB:RCB1988
Tera-2,SIDM01142,,Cell Line,Adherent,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SIDS00330,Testis,Metastasis,Other Solid Carcinomas,"('Embryonal Carcinoma  (C3752)',)",22,,,1980,Unknown,,Lung,,,,,,SIDP00277,Homo Sapiens,Male,White,Unknown,"NTERA-2 was established in 1980 from a nude mouse xenograft of the Tera 2 cell line. 
NTERA-2-cl-D1 is a sub-clone of NTERA-2 (ATCC).",,ACH-001672,TERA2_SOFT_TISSUE,,ATCC:HTB-106
TGBC11TKB,SIDM00251,,Cell Line,Adherent,,,,,MSI,56.53333333,1.974310574,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00707,Stomach,Metastasis,Gastric Carcinoma,"('Gastric Carcinoma  (C4911)',)",72,,,,Unknown,,Lymph Node,,,,,,SIDP00632,Homo Sapiens,Female,East Asian,Unknown,,909770,ACH-000949,TGBC11TKB_STOMACH,CVCL_1768,RIKEN:RCB1148
TGBC1TKB,SIDM00252,,Cell Line,Adherent,,,,,MSS,8.966666667,2.860003452,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00708,Biliary Tract,Metastasis,Biliary Tract Carcinoma,"('Undifferentiated Gallbladder Carcinoma  (C9167)',)",,,,,Unknown,,Lymph Node,,,,,,SIDP00633,Homo Sapiens,Female,East Asian,Unknown,TGBC1TKB & TGBC2TKB are from the same patient (RIKEN).,909769,ACH-001861,TGBC1TKB_BILIARY_TRACT,CVCL_1769,RIKEN:RCB1129
TGBC24TKB,SIDM00267,,Cell Line,Adherent,,,,,MSS,11.7,2.525318813,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00710,Biliary Tract,Metastasis,Biliary Tract Carcinoma,"('Gallbladder Carcinoma  (C3844)',)",,,,,Unknown,,Ascites,,,,,,SIDP00634,Homo Sapiens,Female,East Asian,Unknown,,910695,ACH-002312,TGBC24TKB_BILIARY_TRACT,CVCL_1770,RIKEN:RCB1196
TGBC2TKB,SIDM00268,,Cell Line,Adherent,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SIDS00709,Biliary Tract,Tumour,Biliary Tract Carcinoma,"('Undifferentiated Gallbladder Carcinoma  (C9167)',)",,,,,Unknown,,Gall Bladder,,,,,,SIDP00633,Homo Sapiens,Female,East Asian,Unknown,TGBC1TKB & TGBC2TKB are from the same patient (RIKEN).,,,,,RIKEN:RCB1130
TGW,SIDM00324,TOG;TGW-nu;TGW-I-nu;TGW-nu-1,Cell Line,Unknown,,,,,MSS,15.86666667,3.173551064,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS01079,Peripheral Nervous System,Tumour,Neuroblastoma,"('Adrenal Neuroblastoma  (C4827)',)",,,,,Unknown,,Adrenal Gland,,,,,,SIDP00968,Homo Sapiens,Unknown,Unknown,Unknown,,910780,ACH-001674,TGW_AUTONOMIC_GANGLIA,CVCL_1771,JCRB:JCRB0618
THP-1,SIDM01172,THPI;THP-1(ATCC),Cell Line,Suspension,,,,,MSS,7.766666667,2.125615122,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00410,Haematopoietic and Lymphoid,Tumour,Acute Myeloid Leukemia,"('Childhood Acute Differentiated Monocytic Leukemia  (C9163)',)",1,,,,Unknown,,Peripheral blood,,,,,,SIDP00353,Homo Sapiens,Male,Unknown,Unknown,,909771,ACH-000146,THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_0006,ATCC:TIB-202
TK,SIDM00323,,Cell Line,Unknown,,,,,MSS,12.03333333,2.987986555,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS01080,Haematopoietic and Lymphoid,Tumour,B-Cell Non-Hodgkin's Lymphoma,"('B-Cell Non-Hodgkin s Lymphoma  (C3457)',)",80,,,,Unknown,,Peripheral blood,,,,,,SIDP00969,Homo Sapiens,Female,Unknown,Unknown,,1331045,ACH-002313,TK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_3216,JCRB:JCRB0157
TK10,SIDM00113,,Cell Line,Unknown,,,,,MSS,8.966666667,2.439138121,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00863,Kidney,Tumour,Kidney Carcinoma,"('Conventional Clear Cell Renal Cell Carcinoma  (C4033)',)",43,,,,Unknown,,Unknown,,,,,,SIDP00770,Homo Sapiens,Male,Unknown,Unknown,,905980,ACH-001208,TK10_KIDNEY,CVCL_1773,NCI:TK-10
TMH-1,SIDM00601,,Cell Line,Unknown,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SIDS00977,Thyroid,Tumour,Thyroid Gland Carcinoma,"('Papillary Thyroid Carcinoma  (C4035)',)",79,,,,Radiotherapy,,Unknown,,,,,,SIDP00874,Homo Sapiens,Unknown,East Asian,Unknown,IHH-4 and TMH-1 share common ancestry having matching STR profiles (JCRB).,,,,,JCRB:JCRB1078
TMK-1,SIDM00040,,Cell Line,Unknown,,,,,,11.43333333,2.667279364,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,SIDS00743,Stomach,Unknown,Gastric Carcinoma,"('Gastric Adenocarcinoma  (C4004)',)",,,,,Unknown,,Unknown,,,,,,SIDP00667,Homo Sapiens,Unknown,Unknown,Unknown,,1299069,ACH-002202,TMK1_STOMACH,CVCL_4384,Unknown:Unknown
TOV-112D,SIDM01170,,Cell Line,Adherent,,,,,MSS,3.066666667,2.346427732,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS00411,Ovary,Tumour,Ovarian Carcinoma,"('Ovarian Endometrioid Adenocarcinoma  (C7979)',)",42,,,1992,Unknown,,Ovary,,,,,,SIDP00354,Homo Sapiens,Female,Unknown,Unknown,,1299070,ACH-000048,TOV112D_OVARY,CVCL_3612,ATCC:CRL-11731
TOV-21G,SIDM01169,,Cell Line,Adherent,,,,,MSI,35.23333333,2.020942226,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS00412,Ovary,Tumour,Ovarian Carcinoma,"('Ovarian Clear Cell Adenocarcinoma  (C40078)',)",62,,10,1991,Unknown,,Ovary,,,,,,SIDP00355,Homo Sapiens,Female,Unknown,Unknown,,1240222,ACH-000885,TOV21G_OVARY,CVCL_3613,ATCC:CRL-11730
